name,mass,year,reclat,reclong
Dhofar 929,602,2002,18.516670,54.228330
Dhofar 930,18,2003,19.390000,54.558330
Dhofar 931,105,2002,19.105000,54.818330
Dhofar 932,64,2001,19.166670,54.871670
Dhofar 933,48,2000,19.288330,54.695000
Dhofar 934,68,2000,18.925000,54.598330
Dhofar 935,1500,2002,19.105000,54.811670
Dhofar 936,62,2000,18.893330,54.731670
Dhofar 937,67,2002,19.181670,54.578330
Dhofar 938,1248,2002,19.405000,54.575000
Dhofar 939,508,2002,18.208330,54.120000
Dhofar 941,74,2002,18.581670,54.196670
Dhofar 942,113,2002,19.166670,54.403330
Dhofar 943,166,2002,19.051670,54.765000
Dhofar 944,86,2002,19.243330,54.536670
Dhofar 945,74,2002,19.095000,54.731670
Dhofar 946,2412,2002,19.165000,54.403330
Dhofar 947,170,2002,18.353330,54.235000
Dhofar 948,158,2002,19.398330,54.595000
Dhofar 949,38,2002,19.125000,54.678330
Dhofar 950,21.7,2003,19.325000,54.781670
Dhofar 951,274,2002,18.631670,54.231670
Dhofar 952,68,2002,19.065000,54.761670
Dhofar 953,45,2002,19.135000,54.565000
Dhofar 954,212,2002,18.535000,54.133330
Dhofar 955,16,2003,19.055000,54.753330
Dhofar 956,114,2002,19.216670,54.656670
Dhofar 957,550,2002,19.091670,54.386670
Dhofar 958,400,2002,19.085000,54.770000
Dhofar 959,702,2002,19.386670,54.576670
Dhofar 960,35.4,2003,19.396670,54.558330
Dhofar 961,21.6,2003,19.398330,54.563330
Dhofar 962,63.5,2004,19.155470,54.555500
Dhofar 964,1592,2004,19.126000,54.856330
Dhofar 965,247,2004,19.153140,54.960170
Dhofar 966,868,2004,19.192170,54.985500
Dhofar 968,79,2004,19.296670,54.933600
Dhofar 969,737.4,2004,19.300220,54.858440
Dhofar 971,108.3,2004,19.369470,54.838280
Dhofar 972,8.1,2004,19.385170,54.833670
Dhofar 973,423.5,2004,19.268310,54.846940
Dhofar 974,79,2004,19.234390,54.916810
Dhofar 975,4230,2004,19.219390,54.918580
Dhofar 977,1728,2004,19.221190,54.959610
Dhofar 978,2467,2004,19.228780,54.939530
Dhofar 979,1063,2004,19.756670,54.936670
Dhofar 983,82.6,2004,19.171170,54.906000
Dhofar 984,33,2004,19.197330,54.917170
Dhofar 985,153.9,2004,19.224780,54.923170
Dhofar 987,69.3,2004,19.231390,54.923330
Dhofar 989,608.5,2004,19.234390,54.916810
Dhofar 990,165.3,2004,19.253170,54.836170
Dhofar 991,12,2004,19.258000,54.835670
Dhofar 992,213.9,2004,19.317830,54.729500
Dhofar 993,114.5,2004,19.224830,54.894170
Dhofar 995,243.2,2003,19.140200,54.681420
Dhofar 996,2717,2003,19.163650,54.661270
Dhofar 999,20.89,2001,18.268170,54.150670
Diablo Pass,246.6,2004,33.663480,-114.292070
Diamond Valley,440,2001,40.081730,-115.936730
Digor,3800,2006,42.333330,89.333330
Dimboola,16000,1944,-36.500000,142.033330
Dimitrovgrad,100000,1949,43.046390,22.863890
Dimmitt,200000,1942,34.583330,-102.166670
Dimmitt (b),2800,1981,34.483330,-102.328330
Dingo Pup Donga,122.7,1965,-30.433330,126.100000
Dispatch,220,1956,39.500000,-98.533330
Divnoe,12700,1981,45.700000,43.700000
Dix,44000,1927,41.233330,-103.483330
Djebel Chaab 001,1388,2003,25.223670,0.845600
Djebel Chaab 002,30616,2003,25.155920,0.822130
Djebel Chaab 003,4570.2,2003,25.086830,0.832400
Djebel In-Azzene,12500,1990,27.866670,0.450000
Dolores,4333,2001,-19.650000,-69.950000
Dominion Range 03180,219.9,2002,,
Dominion Range 03181,5363.9,2003,,
Dominion Range 03182,19.79,2003,,
Dominion Range 03183,124.52,2003,,
Dominion Range 03184,1.85,2003,,
Dominion Range 03185,928,2002,,
Dominion Range 03186,1494.2,2002,,
Dominion Range 03187,845.6,2002,,
Dominion Range 03188,701.4,2002,,
Dominion Range 03189,1005.4,2002,,
Dominion Range 03190,504,2002,,
Dominion Range 03191,594.4,2002,,
Dominion Range 03192,227.4,2002,,
Dominion Range 03193,298.7,2002,,
Dominion Range 03194,213.1,2002,,
Dominion Range 03195,225.9,2002,,
Dominion Range 03196,142.30000000000001,2002,,
Dominion Range 03197,188.6,2002,,
Dominion Range 03198,261.8,2002,,
Dominion Range 03199,143.9,2002,,
Dominion Range 03200,147.80000000000001,2002,,
Dominion Range 03201,114.6,2002,,
Dominion Range 03202,116.3,2002,,
Dominion Range 03203,116.2,2002,,
Dominion Range 03204,93.2,2002,,
Dominion Range 03205,67.599999999999994,2002,,
Dominion Range 03206,70.2,2002,,
Dominion Range 03207,65.7,2002,,
Dominion Range 03208,110.5,2002,,
Dominion Range 03209,78.8,2002,,
Dominion Range 03210,45.8,2002,,
Dominion Range 03211,79.900000000000006,2002,,
Dominion Range 03212,47,2002,,
Dominion Range 03213,50.3,2002,,
Dominion Range 03214,44.4,2002,,
Dominion Range 03215,17.3,2002,,
Dominion Range 03216,15.5,2002,,
Dominion Range 03217,28.8,2002,,
Dominion Range 03218,25.1,2002,,
Dominion Range 03219,36.700000000000003,2002,,
Dominion Range 03220,45.1,2002,,
Dominion Range 03221,53.9,2002,,
Dominion Range 03222,26.4,2002,,
Dominion Range 03223,7.8,2002,,
Dominion Range 03224,8.1,2002,,
Dominion Range 03225,11.6,2002,,
Dominion Range 03226,4.2,2002,,
Dominion Range 03227,3.7,2002,,
Dominion Range 03228,5,2002,,
Dominion Range 03229,3.1,2002,,
Dominion Range 03230,3.3,2002,,
Dominion Range 03231,3.8,2002,,
Dominion Range 03232,5.9,2002,,
Dominion Range 03233,4.6,2002,,
Dominion Range 03234,17,2002,,
Dominion Range 03235,28.7,2002,,
Dominion Range 03236,21,2002,,
Dominion Range 03237,83.1,2002,,
Dominion Range 03238,54.2,2002,,
Dominion Range 03239,69.5,2002,,
Dominion Range 03240,290.89999999999998,2002,,
Dominion Range 03241,95,2002,,
Dominion Range 03242,67.2,2002,,
Dominion Range 03243,136.9,2002,,
Dominion Range 03244,91.3,2002,,
Dominion Range 03245,262.39999999999998,2002,,
Dominion Range 03246,73.099999999999994,2002,,
Dominion Range 03247,104.6,2002,,
Dominion Range 03248,90,2002,,
Dominion Range 03249,20.5,2002,,
Dominion Range 03250,604.29999999999995,2002,,
Dominion Range 03251,674.8,2002,,
Dominion Range 03252,404.4,2002,,
Dominion Range 03253,1201.4000000000001,2002,,
Dominion Range 03254,548.4,2002,,
Dominion Range 03255,433.9,2002,,
Dominion Range 03256,323.60000000000002,2002,,
Dominion Range 03257,341,2002,,
Dominion Range 03258,393.8,2002,,
Dominion Range 03259,395.9,2002,,
Dominion Range 03260,308.5,2003,,
Dominion Range 03261,215.4,2003,,
Dominion Range 03262,273.5,2003,,
Dominion Range 03263,95.3,2002,,
Dominion Range 03264,83.3,2002,,
Dominion Range 03265,72.2,2002,,
Dominion Range 03266,72.099999999999994,2002,,
Dominion Range 03267,72.5,2002,,
Dominion Range 03268,49.6,2002,,
Dominion Range 03269,61.8,2002,,
Dominion Range 03270,30.78,2003,,
Dominion Range 03271,36.590000000000003,2003,,
Dominion Range 03272,81.14,2003,,
Dominion Range 03273,39.53,2003,,
Dominion Range 03274,34.53,2003,,
Dominion Range 03275,24.36,2003,,
Dominion Range 03276,25.53,2003,,
Dominion Range 03277,16.07,2003,,
Dominion Range 03278,48.81,2003,,
Dominion Range 03279,41.08,2003,,
Dominion Range 03280,57.74,2003,,
Dominion Range 03281,11.34,2003,,
Dominion Range 03282,24.29,2003,,
Dominion Range 03283,14.89,2003,,
Dominion Range 03284,6.82,2003,,
Dominion Range 03285,25.46,2003,,
Dominion Range 03286,25.15,2003,,
Dominion Range 03287,20.239999999999998,2003,,
Dominion Range 03288,36.01,2003,,
Dominion Range 03289,85.79,2003,,
Dominion Range 03290,13.1,2002,,
Dominion Range 03291,42.6,2002,,
Dominion Range 03292,52.2,2002,,
Dominion Range 03293,34.1,2002,,
Dominion Range 03294,31.3,2002,,
Dominion Range 03295,20.6,2002,,
Dominion Range 03296,42.8,2002,,
Dominion Range 03297,11,2002,,
Dominion Range 03298,9.9,2002,,
Dominion Range 03299,18.2,2002,,
Dominion Range 03300,21.4,2002,,
Dominion Range 03301,15.7,2002,,
Dominion Range 08013,28.8,2008,0.000000,0.000000
Dominion Range 03302,13.1,2002,,
Dominion Range 03303,21.3,2002,,
Dominion Range 03304,13,2002,,
Dominion Range 03305,26.4,2002,,
Dominion Range 03306,21,2002,,
Dominion Range 03307,14.5,2002,,
Dominion Range 03308,37.6,2002,,
Dominion Range 03309,38.200000000000003,2002,,
Dominion Range 03310,13.75,2003,,
Dominion Range 03311,27.09,2003,,
Dominion Range 03312,16.52,2003,,
Dominion Range 03313,8.210000000000001,2003,,
Dominion Range 03314,7.97,2003,,
Dominion Range 03315,12.6,2003,,
Dominion Range 03317,11.39,2003,,
Dominion Range 03318,2964.7,2003,,
Dominion Range 03319,3449.7,2003,,
Dominion Range 03320,2176.6999999999998,2003,,
Dominion Range 08001,1305.4000000000001,2008,0.000000,0.000000
Dominion Range 08002,173.2,2008,0.000000,0.000000
Dominion Range 08003,109,2008,0.000000,0.000000
Dominion Range 08004,294.5,2008,0.000000,0.000000
Dominion Range 08005,88.8,2008,0.000000,0.000000
Dominion Range 08006,667.3,2008,0.000000,0.000000
Dominion Range 08007,24.7,2008,0.000000,0.000000
Dominion Range 08008,27.1,2008,0.000000,0.000000
Dominion Range 08009,5.2,2008,0.000000,0.000000
Dominion Range 08010,8.300000000000001,2008,0.000000,0.000000
Dominion Range 08011,3.4,2008,0.000000,0.000000
Dominion Range 08012,18.600000000000001,2008,0.000000,0.000000
Dominion Range 08014,19.600000000000001,2008,0.000000,0.000000
Dominion Range 08015,8.4,2008,0.000000,0.000000
Dominion Range 08016,6.2,2008,0.000000,0.000000
Dominion Range 08017,1021.1,2008,0.000000,0.000000
Dominion Range 08018,1447.8,2008,0.000000,0.000000
Dominion Range 08019,1434.5,2008,0.000000,0.000000
Dominion Range 08020,1020.6,2008,0.000000,0.000000
Dominion Range 08021,1009.1,2008,0.000000,0.000000
Dominion Range 08022,825.3,2008,0.000000,0.000000
Dominion Range 08023,834.1,2008,0.000000,0.000000
Dominion Range 08024,912.3,2008,0.000000,0.000000
Dominion Range 08025,566.1,2008,0.000000,0.000000
Dominion Range 08026,222.5,2008,0.000000,0.000000
Dominion Range 08027,240.6,2008,0.000000,0.000000
Dominion Range 08028,281.7,2008,0.000000,0.000000
Dominion Range 08029,227,2008,0.000000,0.000000
Dominion Range 08030,255.3,2008,0.000000,0.000000
Dominion Range 08031,325.89999999999998,2008,0.000000,0.000000
Dominion Range 08032,212.4,2008,0.000000,0.000000
Dominion Range 08033,319.7,2008,0.000000,0.000000
Dominion Range 08034,96.9,2008,0.000000,0.000000
Dominion Range 08035,251.4,2008,0.000000,0.000000
Dominion Range 08036,153.1,2008,0.000000,0.000000
Dominion Range 08037,172.6,2008,0.000000,0.000000
Dominion Range 08038,131.30000000000001,2008,0.000000,0.000000
Dominion Range 08039,89.8,2008,0.000000,0.000000
Dominion Range 08040,106.7,2008,0.000000,0.000000
Dominion Range 08041,145.80000000000001,2008,0.000000,0.000000
Dominion Range 08042,125.5,2008,0.000000,0.000000
Dominion Range 08043,83.5,2008,0.000000,0.000000
Dominion Range 08044,124.4,2008,0.000000,0.000000
Dominion Range 08045,82.9,2008,0.000000,0.000000
Dominion Range 08046,122.4,2008,0.000000,0.000000
Dominion Range 08047,78.8,2008,0.000000,0.000000
Dominion Range 08048,64.8,2008,0.000000,0.000000
Dominion Range 08049,70.3,2008,0.000000,0.000000
Dominion Range 08050,154.19999999999999,2008,0.000000,0.000000
Dominion Range 08051,193.1,2008,0.000000,0.000000
Dominion Range 08052,88.7,2008,0.000000,0.000000
Dominion Range 08053,74.599999999999994,2008,0.000000,0.000000
Dominion Range 08054,68.2,2008,0.000000,0.000000
Dominion Range 08055,44.3,2008,0.000000,0.000000
Dominion Range 08056,65.900000000000006,2008,0.000000,0.000000
Dominion Range 08057,44.2,2008,0.000000,0.000000
Dominion Range 08058,54.2,2008,0.000000,0.000000
Dominion Range 08059,88,2008,0.000000,0.000000
Dominion Range 08060,49.4,2008,0.000000,0.000000
Dominion Range 08061,48.4,2008,0.000000,0.000000
Dominion Range 08062,51.6,2008,0.000000,0.000000
Dominion Range 08063,58.7,2008,0.000000,0.000000
Dominion Range 08064,39.299999999999997,2008,0.000000,0.000000
Dominion Range 08065,56.3,2008,0.000000,0.000000
Dominion Range 08066,115.6,2008,0.000000,0.000000
Dominion Range 08067,28.9,2008,0.000000,0.000000
Dominion Range 08068,19.100000000000001,2008,0.000000,0.000000
Dominion Range 08069,34,2008,0.000000,0.000000
Dominion Range 08070,35.1,2008,0.000000,0.000000
Dominion Range 08071,23,2008,0.000000,0.000000
Dominion Range 08072,28.4,2008,0.000000,0.000000
Dominion Range 08073,25,2008,0.000000,0.000000
Dominion Range 08074,38.700000000000003,2008,0.000000,0.000000
Dominion Range 08075,20.9,2008,0.000000,0.000000
Dominion Range 08076,16.5,2008,0.000000,0.000000
Dominion Range 08077,19.399999999999999,2008,0.000000,0.000000
Dominion Range 08078,16.8,2008,0.000000,0.000000
Dominion Range 08079,12.5,2008,0.000000,0.000000
Dominion Range 08080,149.9,2008,0.000000,0.000000
Dominion Range 08081,193.5,2008,0.000000,0.000000
Dominion Range 08082,255.2,2008,0.000000,0.000000
Dominion Range 08083,220.1,2008,0.000000,0.000000
Dominion Range 08084,247.9,2008,0.000000,0.000000
Dominion Range 08085,10.3,2008,0.000000,0.000000
Dominion Range 08086,28.8,2008,0.000000,0.000000
Dominion Range 08087,38.200000000000003,2008,0.000000,0.000000
Dominion Range 08088,34.1,2008,0.000000,0.000000
Dominion Range 08089,53.1,2008,0.000000,0.000000
Dominion Range 08090,33.9,2008,0.000000,0.000000
Dominion Range 08091,31.8,2008,0.000000,0.000000
Dominion Range 08092,47.8,2008,0.000000,0.000000
Dominion Range 08093,24.4,2008,0.000000,0.000000
Dominion Range 08094,55.8,2008,0.000000,0.000000
Dominion Range 08095,18,2008,0.000000,0.000000
Dominion Range 08096,28.1,2008,0.000000,0.000000
Dominion Range 08097,56.4,2008,0.000000,0.000000
Dominion Range 08098,21.3,2008,0.000000,0.000000
Dominion Range 08099,21.2,2008,0.000000,0.000000
Dominion Range 08100,15.4,2008,0.000000,0.000000
Dominion Range 08101,22.7,2008,0.000000,0.000000
Dominion Range 08102,18.899999999999999,2008,0.000000,0.000000
Dominion Range 08103,14.7,2008,0.000000,0.000000
Dominion Range 08104,28.8,2008,0.000000,0.000000
Dominion Range 08105,13.7,2008,0.000000,0.000000
Dominion Range 08106,16.2,2008,0.000000,0.000000
Dominion Range 08107,16.899999999999999,2008,0.000000,0.000000
Dominion Range 08108,14.9,2008,0.000000,0.000000
Dominion Range 08109,23.3,2008,0.000000,0.000000
Dominion Range 08110,86,2008,0.000000,0.000000
Dominion Range 08111,36.299999999999997,2008,0.000000,0.000000
Dominion Range 08112,30.8,2008,0.000000,0.000000
Dominion Range 08113,58.6,2008,0.000000,0.000000
Dominion Range 08114,27,2008,0.000000,0.000000
Dominion Range 08115,65.3,2008,0.000000,0.000000
Dominion Range 08116,95.8,2008,0.000000,0.000000
Dominion Range 08117,43.9,2008,0.000000,0.000000
Dominion Range 08118,102.8,2008,0.000000,0.000000
Dominion Range 08119,54.7,2008,0.000000,0.000000
Dominion Range 08120,7.2,2008,0.000000,0.000000
Dominion Range 08121,6.5,2008,0.000000,0.000000
Dominion Range 08122,11.3,2008,0.000000,0.000000
Dominion Range 08123,20.3,2008,0.000000,0.000000
Dominion Range 08124,18.2,2008,0.000000,0.000000
Dominion Range 08125,20.9,2008,0.000000,0.000000
Dominion Range 08126,13.5,2008,0.000000,0.000000
Dominion Range 08127,15,2008,0.000000,0.000000
Dominion Range 08128,18.3,2008,0.000000,0.000000
Dominion Range 08129,14.2,2008,0.000000,0.000000
Dominion Range 08130,17.2,2008,0.000000,0.000000
Dominion Range 08131,9.5,2008,0.000000,0.000000
Dominion Range 08132,14.5,2008,0.000000,0.000000
Dominion Range 08133,9.300000000000001,2008,0.000000,0.000000
Dominion Range 08134,14.9,2008,0.000000,0.000000
Dominion Range 08135,12.8,2008,0.000000,0.000000
Dominion Range 08136,18.8,2008,0.000000,0.000000
Dominion Range 08137,13.7,2008,0.000000,0.000000
Dominion Range 08138,8.4,2008,0.000000,0.000000
Dominion Range 08139,21.8,2008,0.000000,0.000000
Dominion Range 08140,39.1,2008,0.000000,0.000000
Dominion Range 08141,20.399999999999999,2008,0.000000,0.000000
Dominion Range 08142,21.1,2008,0.000000,0.000000
Dominion Range 08143,13.9,2008,0.000000,0.000000
Dominion Range 08144,35.299999999999997,2008,0.000000,0.000000
Dominion Range 08145,20.399999999999999,2008,0.000000,0.000000
Dominion Range 08146,30,2008,0.000000,0.000000
Dominion Range 08147,44.1,2008,0.000000,0.000000
Dominion Range 08148,34,2008,0.000000,0.000000
Dominion Range 08149,43.4,2008,0.000000,0.000000
Dominion Range 08150,12.2,2008,0.000000,0.000000
Dominion Range 08151,18.5,2008,0.000000,0.000000
Dominion Range 08152,17,2008,0.000000,0.000000
Dominion Range 08153,9.300000000000001,2008,0.000000,0.000000
Dominion Range 08154,10.4,2008,0.000000,0.000000
Dominion Range 08155,22.2,2008,0.000000,0.000000
Dominion Range 08156,14.4,2008,0.000000,0.000000
Dominion Range 08157,19.100000000000001,2008,0.000000,0.000000
Dominion Range 08158,6.9,2008,0.000000,0.000000
Dominion Range 08159,13.8,2008,0.000000,0.000000
Dominion Range 08160,35.6,2008,0.000000,0.000000
Dominion Range 08161,18.8,2008,0.000000,0.000000
Dominion Range 08162,31.2,2008,0.000000,0.000000
Dominion Range 08163,19.899999999999999,2008,0.000000,0.000000
Dominion Range 08164,60.7,2008,0.000000,0.000000
Dominion Range 08165,50,2008,0.000000,0.000000
Dominion Range 08166,38.200000000000003,2008,0.000000,0.000000
Dominion Range 08167,37.299999999999997,2008,0.000000,0.000000
Dominion Range 08168,20.399999999999999,2008,0.000000,0.000000
Dominion Range 08169,38.5,2008,0.000000,0.000000
Dominion Range 08170,11,2008,0.000000,0.000000
Dominion Range 08171,17.399999999999999,2008,0.000000,0.000000
Dominion Range 08172,38,2008,0.000000,0.000000
Dominion Range 08173,15.4,2008,0.000000,0.000000
Dominion Range 08174,28.4,2008,0.000000,0.000000
Dominion Range 08175,15.6,2008,0.000000,0.000000
Dominion Range 08176,8.4,2008,0.000000,0.000000
Dominion Range 08177,31,2008,0.000000,0.000000
Dominion Range 08178,22.5,2008,0.000000,0.000000
Dominion Range 08179,29.8,2008,0.000000,0.000000
Dominion Range 08180,22.7,2008,0.000000,0.000000
Dominion Range 08181,35.200000000000003,2008,0.000000,0.000000
Dominion Range 08182,42.7,2008,0.000000,0.000000
Dominion Range 08183,28.3,2008,0.000000,0.000000
Dominion Range 08184,32.799999999999997,2008,0.000000,0.000000
Dominion Range 08185,49.3,2008,0.000000,0.000000
Dominion Range 08186,74.400000000000006,2008,0.000000,0.000000
Dominion Range 08187,27.9,2008,0.000000,0.000000
Dominion Range 08188,77.5,2008,0.000000,0.000000
Dominion Range 08189,30.8,2008,0.000000,0.000000
Dominion Range 08190,15.5,2008,0.000000,0.000000
Dominion Range 08191,19.2,2008,0.000000,0.000000
Dominion Range 08192,23.3,2008,0.000000,0.000000
Dominion Range 08193,20.2,2008,0.000000,0.000000
Dominion Range 08194,14.4,2008,0.000000,0.000000
Dominion Range 08195,40.700000000000003,2008,0.000000,0.000000
Dominion Range 08196,28.3,2008,0.000000,0.000000
Dominion Range 08197,22.6,2008,0.000000,0.000000
Dominion Range 08198,13.9,2008,0.000000,0.000000
Dominion Range 08199,21.6,2008,0.000000,0.000000
Dominion Range 08200,15.9,2008,0.000000,0.000000
Dominion Range 08201,21.1,2008,0.000000,0.000000
Dominion Range 08202,21.8,2008,0.000000,0.000000
Dominion Range 08203,33.200000000000003,2008,0.000000,0.000000
Dominion Range 08204,24.1,2008,0.000000,0.000000
Dominion Range 08205,17.7,2008,0.000000,0.000000
Dominion Range 08206,39,2008,0.000000,0.000000
Dominion Range 08207,22.6,2008,0.000000,0.000000
Dominion Range 08208,27.1,2008,0.000000,0.000000
Dominion Range 08209,25.4,2008,0.000000,0.000000
Dominion Range 08210,15.9,2008,0.000000,0.000000
Dominion Range 08211,12.6,2008,0.000000,0.000000
Dominion Range 08212,8.199999999999999,2008,0.000000,0.000000
Dominion Range 08213,9.300000000000001,2008,0.000000,0.000000
Dominion Range 08214,9.4,2008,0.000000,0.000000
Dominion Range 08215,14.6,2008,0.000000,0.000000
Dominion Range 08216,13,2008,0.000000,0.000000
Dominion Range 08217,13.4,2008,0.000000,0.000000
Dominion Range 08218,18.3,2008,0.000000,0.000000
Dominion Range 08219,21.9,2008,0.000000,0.000000
Dominion Range 08220,9.6,2008,0.000000,0.000000
Dominion Range 08221,41.2,2008,0.000000,0.000000
Dominion Range 08222,16.600000000000001,2008,0.000000,0.000000
Dominion Range 08223,21.3,2008,0.000000,0.000000
Dominion Range 08224,31.6,2008,0.000000,0.000000
Dominion Range 08225,21.7,2008,0.000000,0.000000
Dominion Range 08226,21.2,2008,0.000000,0.000000
Dominion Range 08227,20.399999999999999,2008,0.000000,0.000000
Dominion Range 08228,18.100000000000001,2008,0.000000,0.000000
Dominion Range 08229,11.2,2008,0.000000,0.000000
Dominion Range 08230,29.6,2008,0.000000,0.000000
Dominion Range 08231,23.3,2008,0.000000,0.000000
Dominion Range 08232,20.399999999999999,2008,0.000000,0.000000
Dominion Range 08233,18.899999999999999,2008,0.000000,0.000000
Dominion Range 08234,37.5,2008,0.000000,0.000000
Dominion Range 08235,25.8,2008,0.000000,0.000000
Dominion Range 08236,27.6,2008,0.000000,0.000000
Dominion Range 08237,31.3,2008,0.000000,0.000000
Dominion Range 08238,29.9,2008,0.000000,0.000000
Dominion Range 08239,24.2,2008,0.000000,0.000000
Dominion Range 08240,37.4,2008,0.000000,0.000000
Dominion Range 08241,20.6,2008,0.000000,0.000000
Dominion Range 08242,25.1,2008,0.000000,0.000000
Dominion Range 08243,43.2,2008,0.000000,0.000000
Dominion Range 08244,45.4,2008,0.000000,0.000000
Dominion Range 08245,42.2,2008,0.000000,0.000000
Dominion Range 08246,42.3,2008,0.000000,0.000000
Dominion Range 08247,61.7,2008,0.000000,0.000000
Dominion Range 08248,32.9,2008,0.000000,0.000000
Dominion Range 08249,72.2,2008,0.000000,0.000000
Dominion Range 08250,22.9,2008,0.000000,0.000000
Dominion Range 08251,20,2008,0.000000,0.000000
Dominion Range 08252,28.8,2008,0.000000,0.000000
Dominion Range 08253,37.9,2008,0.000000,0.000000
Dominion Range 08254,25.5,2008,0.000000,0.000000
